@relation TS6-Test-Pf

@attribute cherry-initial-fluorescence numeric
@attribute cherry-final-fluorescence numeric
@attribute cherry-lagtime2 numeric
@attribute cherry-doubletime numeric
@attribute sapphire-initial-fluorescence numeric
@attribute sapphire-final-fluorescence numeric
@attribute sapphire-lagtime2 numeric
@attribute sapphire-doubletime numeric
@attribute venus-initial-fluorescence numeric
@attribute venus-final-fluorescence numeric
@attribute venus-lagtime2 numeric
@attribute venus-doubletime numeric
@attribute F-Cherry numeric
@attribute F-Sapphire numeric
@attribute F-Venus numeric
@attribute HitRatio-Cherry numeric
@attribute HitRatio-Sapphire numeric
@attribute HitRatio-Venus numeric
@attribute MIY-Cherry numeric
@attribute MIY-Sapphire numeric
@attribute MIY-Venus numeric
@attribute DT-Cherry numeric
@attribute DT-Sapphire numeric
@attribute DT-Venus numeric
@attribute Label {Inactive,Active}

@data
735,20228.25,1.20983,2.17266,2672,47483.5,3.11438,3.15274,1101.5,10800.25,1.62688,2.88176,0.00123,0.00083,0.0034,0.95694,0.98467,0.98459,-0.27529,-0.07455,-0.02294,1.06185,1.0142,0.98341,Inactive
653,20986.75,0,2.39727,2630.5,46964.5,3.10661,3.11661,1118,11010.75,1.52325,2.96661,-0.0028,-0.00008,0.00508,0.9982,0.97418,1.00429,-1.48512,-0.08231,-0.12657,1.17163,1.00257,1.01237,Inactive
657,21221.5,1.46262,1.95686,2562.5,46048,3.13661,3.0609,1156,10851.75,1.5988,2.85855,-0.0026,-0.00157,0.00893,1.00952,0.95554,0.98429,-0.0225,-0.05232,-0.05102,0.95638,0.98465,0.97549,Inactive
731.5,21104.5,1.1925,2.15993,2470,43428.75,2.91812,3.15629,1157,10820.5,1.51204,3.02531,0.00106,-0.0036,0.00904,1.00012,0.90001,0.98102,-0.29262,-0.2708,-0.13778,1.05563,1.01534,1.0324,Inactive
1407,63105.1,1.46577,1.86549,3397,81128.8,1.92039,3.02048,3094,47550.5,1.26729,2.67134,0.00003,-0.00078,-0.00287,1.02128,0.91581,0.97014,0.1567,0.02899,0.02429,0.97122,1.0353,1.00616,Inactive
1384,67349.25,1.48519,1.91801,3422.25,73828.75,2.25086,3.18487,3141.5,49173.25,1.25405,2.71962,-0.00035,-0.00048,-0.00183,1.09192,0.82951,1.00452,0.17612,0.35946,0.01105,0.99857,1.09164,1.02434,Inactive
1398,67806.85,1.27715,1.98789,3467.25,67000.65,2.27069,3.34431,3148.75,47771.5,1.35245,2.72959,-0.00012,0.00005,-0.00167,1.09926,0.74853,0.97377,-0.03192,0.37929,0.10945,1.03495,1.14629,1.0281,Inactive
1344.25,68115.85,1.14086,2.05855,3481,61220,2.47868,3.5488,3185.25,48901.85,1.4268,2.77527,-0.00101,0.00021,-0.00088,1.10527,0.68026,0.99764,-0.16821,0.58728,0.1838,1.07174,1.21638,1.04531,Inactive
1354.25,68072.35,1.20021,2.09106,3433,56474,2.33474,3.77189,3162.5,47314.75,1.55609,2.80118,-0.00084,-0.00035,-0.00137,1.10438,0.62491,0.9635,-0.10885,0.44334,0.31309,1.08866,1.29285,1.05507,Inactive
1392.5,62851.85,1.28605,1.91313,3416.75,84342.75,1.94597,2.92831,3175.5,49675,1.3337,2.62945,-0.00021,-0.00054,-0.00109,1.01733,0.95344,1.01473,-0.02302,0.05456,0.0907,0.99603,1.00371,0.99038,Inactive
1367,67774.35,1.19897,1.94083,3364,78730.2,1.87861,3.00206,3179.5,50424.7,1.42856,2.65117,-0.00063,-0.00117,-0.001,1.09924,0.88794,1.031,-0.11009,-0.01279,0.18556,1.01045,1.02898,0.99856,Inactive
1426.25,70134.5,1.12146,2.02602,3405.25,70750,2.04306,3.10298,3153.5,50566.5,1.36952,2.68003,0.00035,-0.00068,-0.00157,1.13732,0.79343,1.03466,-0.18761,0.15165,0.12652,1.0548,1.06357,1.00944,Inactive
1372.75,73811.9,1.29603,2.02598,3382.75,63312,1.88744,3.31189,3126,50212.35,1.24586,2.78471,-0.00054,-0.00095,-0.00217,1.19908,0.70607,1.02753,-0.01304,-0.00396,0.00286,1.05478,1.13518,1.04886,Inactive
1354.75,74199.5,0.81702,2.31956,3346.75,56953.5,1.81607,3.73544,3151.75,48670.75,1.23898,3.09767,-0.00084,-0.00137,-0.00161,1.20579,0.63158,0.99333,-0.49205,-0.07533,-0.00402,1.20763,1.28035,1.16674,Inactive
1378.25,62026.85,1.29972,1.95418,3489.75,84438.7,1.78095,3.00952,3237.5,49184.65,1.29476,2.67018,-0.00045,0.00032,0.00026,1.00391,0.95372,1.00267,-0.00935,-0.11045,0.05176,1.0174,1.03154,1.00572,Inactive
1417.5,71395.25,1.62652,1.92345,3510.5,80875.15,2.05248,3.05341,3234,53917.8,1.43575,2.63798,0.0002,0.00056,0.00019,1.15834,0.91149,1.10604,0.31745,0.16108,0.19275,1.0014,1.04658,0.9936,Inactive
1477.75,80208.25,1.40243,2.04737,3529,77289.4,1.91269,3.36081,3245.5,58253,1.59134,2.69496,0.0012,0.00078,0.00044,1.30322,0.86902,1.20039,0.09336,0.02129,0.34834,1.06591,1.15195,1.01506,Inactive
