@relation TS3-Binary-Labeled

@attribute cherry-initial-fluorescence numeric
@attribute cherry-final-fluorescence numeric
@attribute cherry-lagtime2 numeric
@attribute cherry-doubletime numeric
@attribute sapphire-initial-fluorescence numeric
@attribute sapphire-final-fluorescence numeric
@attribute sapphire-lagtime2 numeric
@attribute sapphire-doubletime numeric
@attribute venus-initial-fluorescence numeric
@attribute venus-final-fluorescence numeric
@attribute venus-lagtime2 numeric
@attribute venus-doubletime numeric
@attribute F-Cherry numeric
@attribute F-Sapphire numeric
@attribute F-Venus numeric
@attribute HitRatio-Cherry numeric
@attribute HitRatio-Sapphire numeric
@attribute HitRatio-Venus numeric
@attribute MIY-Cherry numeric
@attribute MIY-Sapphire numeric
@attribute MIY-Venus numeric
@attribute DT-Cherry numeric
@attribute DT-Sapphire numeric
@attribute DT-Venus numeric
@attribute Label {Inactive,Active}

@data
2800,59308,0,1.75245,4594,50976,0,3.00814,5721,53029,0,2.23497,0.00421,0.00573,0.00138,1.01176,0.65277,0.95814,0,-0.62093,0,0.99976,1.1948,0.92542,Inactive
2452,61927,0,1.82177,4119,64399,0,3.01316,5742,56737.5,0,2.39003,-0.00202,-0.00096,0.0018,1.06489,0.84836,1.03282,0,-0.62093,0,1.03931,1.1968,0.98963,Inactive
2847,72412,0,1.86289,4257,23335,0.95108,5.02511,5752,63284,0,2.36869,0.00505,0.00099,0.00201,1.24555,0.2685,1.16521,0,0.33015,0,1.06277,1.99592,0.98079,Inactive
2358,58814,0,1.7919,4099,72904,0.70234,2.49329,5392,54732,0,2.36507,-0.00371,-0.00124,-0.00529,1.01083,0.96834,0.99929,0,0.08141,0,1.02227,0.99031,0.97929,Inactive
2486,58125,0,1.86994,4152,70435,0.73697,2.54012,5482,52932,0,2.41987,-0.00141,-0.00049,-0.00346,0.9962,0.93285,0.96101,0,0.11604,0,1.06679,1.00891,1.00198,Inactive
2765,54592,0,1.926,4145,71389,0.76517,2.48968,5356,51009.5,0,2.39821,0.00358,-0.00059,-0.00602,0.92795,0.94637,0.92463,0,0.14423,0,1.09877,0.98887,0.99301,Inactive
2678,58213.5,0,1.76512,4138,77539.5,0.58439,2.50401,5584,54597.5,0,2.3713,0.00202,-0.00069,-0.0014,0.99435,1.03303,0.99268,0,-0.03654,0,1.00699,0.99457,0.98187,Inactive
2672,55093,0,1.87132,4005,70488,0.60354,2.49335,5441,51862,0,2.35671,0.00192,-0.00256,-0.00429,0.93859,0.93566,0.94017,0,-0.0174,0,1.06757,0.99033,0.97583,Inactive
2716,56088,0,1.75929,4108,72957,0.6113,2.49759,5510,51678.5,0,2.4056,0.0027,-0.00111,-0.0029,0.95561,0.96896,0.93506,0,-0.00963,0,1.00366,0.99202,0.99607,Inactive
2303,56064.5,0,1.65691,4178,71389,0.69637,2.50146,5589,52256,0,2.3814,-0.00469,-0.00013,-0.0013,0.96259,0.94591,0.94515,0,0.07543,0,0.94526,0.99355,0.98605,Inactive
2213,58146,0,1.64061,4076,71430,0.76685,2.46088,5397,53521,0,2.42151,-0.0063,-0.00156,-0.00518,1.00147,0.94792,0.97466,0,0.14591,0,0.93596,0.97744,1.00266,Inactive
2736,55514,0,1.90668,4132,69898,0.66023,2.52238,5420,49744,0,2.37848,0.00306,-0.00077,-0.00472,0.94498,0.92557,0.8977,0,0.03929,0,1.08775,1.00186,0.98485,Inactive
2343,53333,0,1.81889,3941,69666,0.58625,2.5275,5026,50632,0,2.37032,-0.00397,-0.00346,-0.0127,0.91296,0.92499,0.92367,0,-0.03468,0,1.03766,1.0039,0.98147,Inactive
2366,56464,0,1.84628,4003,70424,0.6691,2.5341,5192,53412,0,2.41778,-0.00356,-0.00259,-0.00934,0.96861,0.93479,0.97661,0,0.04816,0,1.05329,1.00652,1.00112,Inactive
2309,57656,0,1.69117,3960,72282,0.55782,2.55206,5104,51565,0,2.34259,-0.00458,-0.00319,-0.01112,0.99098,0.96154,0.94098,0,-0.06312,0,0.9648,1.01365,0.96998,Inactive
2766,57656,0,1.90525,4029,71224,0.74075,2.44242,5304,51068,0,2.33075,0.0036,-0.00222,-0.00707,0.98279,0.94568,0.92687,0,0.11982,0,1.08693,0.9701,0.96508,Inactive
2661,53845,0,1.84765,4125,73459.5,0.62711,2.50797,5557,51932,0,2.36991,0.00172,-0.00087,-0.00194,0.91644,0.97579,0.93924,0,0.00618,0,1.05407,0.99614,0.9813,Inactive
2582,56530,0,1.89767,3958,70163,0.62956,2.49725,5284,51450,0,2.36389,0.0003,-0.00322,-0.00747,0.96593,0.93175,0.93501,0,0.00863,0,1.08261,0.99188,0.9788,Inactive
2762,52517,0,1.76389,4100,74985,0.50884,2.51106,5664,49200,0,2.30597,0.00353,-0.00122,0.00022,0.89085,0.99761,0.88174,0,-0.11209,0,1.00629,0.99737,0.95482,Inactive
